,sales,date,region
3669,1524.0,2019-10-20,south
3670,1677.0,2019-10-20,east
3671,1725.0,2019-10-20,west
3696,1653.0,2019-10-21,north
3697,1686.0,2019-10-21,south
3698,1698.0,2019-10-21,east
3699,1560.0,2019-10-21,west
3724,1515.0,2019-10-22,north
3725,1734.0,2019-10-22,south
3726,1551.0,2019-10-22,east
3727,1713.0,2019-10-22,west
3752,1758.0,2019-10-23,north
3753,1644.0,2019-10-23,south
3754,1758.0,2019-10-23,east
3755,1641.0,2019-10-23,west
3780,1617.0,2019-10-24,north
3781,1611.0,2019-10-24,south
3782,1788.0,2019-10-24,east
3783,1602.0,2019-10-24,west
3808,1638.0,2019-10-25,north
3809,1620.0,2019-10-25,south
3810,1665.0,2019-10-25,east
3811,1500.0,2019-10-25,west
3836,1671.0,2019-10-26,north
3837,1566.0,2019-10-26,south
3838,1740.0,2019-10-26,east
3839,1599.0,2019-10-26,west
3864,1710.0,2019-10-27,north
3865,1668.0,2019-10-27,south
3866,1740.0,2019-10-27,east
3867,1698.0,2019-10-27,west
3892,1503.0,2019-10-28,north
3893,1689.0,2019-10-28,south
3894,1626.0,2019-10-28,east
3895,1674.0,2019-10-28,west
3920,1542.0,2019-10-29,north
3921,1692.0,2019-10-29,south
3922,1719.0,2019-10-29,east
3923,1512.0,2019-10-29,west
3948,1731.0,2019-10-30,north
3949,1644.0,2019-10-30,south
3950,1746.0,2019-10-30,east
3951,1689.0,2019-10-30,west
3976,1800.0,2019-10-31,north
3977,1527.0,2019-10-31,south
3978,1533.0,2019-10-31,east
3979,1800.0,2019-10-31,west
4004,1644.0,2019-11-01,north
4005,1500.0,2019-11-01,south
4006,1800.0,2019-11-01,east
4007,1767.0,2019-11-01,west
4032,1791.0,2019-11-02,north
4033,1776.0,2019-11-02,south
4034,1596.0,2019-11-02,east
4035,1734.0,2019-11-02,west
4060,1542.0,2019-11-03,north
4061,1608.0,2019-11-03,south
4062,1617.0,2019-11-03,east
4063,1623.0,2019-11-03,west
4088,1674.0,2019-11-04,north
4089,1782.0,2019-11-04,south
4090,1680.0,2019-11-04,east
4091,1512.0,2019-11-04,west
4116,1500.0,2019-11-05,north
4117,1668.0,2019-11-05,south
4118,1758.0,2019-11-05,east
4119,1533.0,2019-11-05,west
4144,1785.0,2019-11-06,north
4145,1533.0,2019-11-06,south
4146,1659.0,2019-11-06,east
4147,1506.0,2019-11-06,west
4172,1656.0,2019-11-07,north
4173,1728.0,2019-11-07,south
4174,1728.0,2019-11-07,east
4175,1713.0,2019-11-07,west
4200,1797.0,2019-11-08,north
4201,1686.0,2019-11-08,south
4202,1584.0,2019-11-08,east
4203,1713.0,2019-11-08,west
4228,1665.0,2019-11-09,north
4229,1557.0,2019-11-09,south
4230,1656.0,2019-11-09,east
4231,1767.0,2019-11-09,west
4256,1515.0,2019-11-10,north
4257,1761.0,2019-11-10,south
4258,1767.0,2019-11-10,east
4259,1641.0,2019-11-10,west
4284,1584.0,2019-11-11,north
4285,1545.0,2019-11-11,south
4286,1695.0,2019-11-11,east
4287,1761.0,2019-11-11,west
4312,1701.0,2019-11-12,north
4313,1767.0,2019-11-12,south
4314,1632.0,2019-11-12,east
4315,1704.0,2019-11-12,west
4340,1599.0,2019-11-13,north
4341,1509.0,2019-11-13,south
4342,1728.0,2019-11-13,east
4343,1683.0,2019-11-13,west
4368,1740.0,2019-11-14,north
4369,1626.0,2019-11-14,south
4370,1572.0,2019-11-14,east
4371,1716.0,2019-11-14,west
4396,1641.0,2019-11-15,north
4397,1560.0,2019-11-15,south
4398,1614.0,2019-11-15,east
4399,1605.0,2019-11-15,west
4424,1503.0,2019-11-16,north
4425,1638.0,2019-11-16,south
4426,1662.0,2019-11-16,east
4427,1653.0,2019-11-16,west
4452,1734.0,2019-11-17,north
4453,1599.0,2019-11-17,south
4454,1515.0,2019-11-17,east
4455,1608.0,2019-11-17,west
4480,1566.0,2019-11-18,north
4481,1734.0,2019-11-18,south
4482,1719.0,2019-11-18,east
4483,1773.0,2019-11-18,west
4508,1791.0,2019-11-19,north
4509,1779.0,2019-11-19,south
4510,1641.0,2019-11-19,east
4511,1617.0,2019-11-19,west
4536,1533.0,2019-11-20,north
4537,1527.0,2019-11-20,south
4538,1512.0,2019-11-20,east
4539,1515.0,2019-11-20,west
4564,1734.0,2019-11-21,north
4565,1668.0,2019-11-21,south
4566,1665.0,2019-11-21,east
4567,1644.0,2019-11-21,west
4592,1767.0,2019-11-22,north
4593,1647.0,2019-11-22,south
4594,1665.0,2019-11-22,east
4595,1776.0,2019-11-22,west
4620,1665.0,2019-11-23,north
4621,1632.0,2019-11-23,south
4622,1521.0,2019-11-23,east
4623,1659.0,2019-11-23,west
4648,1623.0,2019-11-24,north
4649,1698.0,2019-11-24,south
4650,1596.0,2019-11-24,east
4651,1674.0,2019-11-24,west
4676,1749.0,2019-11-25,north
4677,1536.0,2019-11-25,south
4678,1734.0,2019-11-25,east
4679,1716.0,2019-11-25,west
4704,1599.0,2019-11-26,north
4705,1500.0,2019-11-26,south
4706,1518.0,2019-11-26,east
4707,1584.0,2019-11-26,west
4732,1551.0,2019-11-27,north
4733,1701.0,2019-11-27,south
4734,1689.0,2019-11-27,east
4735,1746.0,2019-11-27,west
4760,1725.0,2019-11-28,north
4761,1776.0,2019-11-28,south
4762,1707.0,2019-11-28,east
4763,1794.0,2019-11-28,west
4788,1641.0,2019-11-29,north
4789,1653.0,2019-11-29,south
4790,1716.0,2019-11-29,east
4791,1776.0,2019-11-29,west
4816,1797.0,2019-11-30,north
4817,1782.0,2019-11-30,south
4818,1653.0,2019-11-30,east
4819,1596.0,2019-11-30,west
4844,1704.0,2019-12-01,north
4845,1626.0,2019-12-01,south
4846,1617.0,2019-12-01,east
4847,1680.0,2019-12-01,west
4872,1608.0,2019-12-02,north
4873,1713.0,2019-12-02,south
4874,1632.0,2019-12-02,east
4875,1680.0,2019-12-02,west
4900,1791.0,2019-12-03,north
4901,1761.0,2019-12-03,south
4902,1749.0,2019-12-03,east
4903,1626.0,2019-12-03,west
4928,1773.0,2019-12-04,north
4929,1623.0,2019-12-04,south
4930,1662.0,2019-12-04,east
4931,1731.0,2019-12-04,west
4956,1755.0,2019-12-05,north
4957,1602.0,2019-12-05,south
4958,1740.0,2019-12-05,east
4959,1605.0,2019-12-05,west
4984,1680.0,2019-12-06,north
4985,1572.0,2019-12-06,south
4986,1542.0,2019-12-06,east
4987,1779.0,2019-12-06,west
5012,1671.0,2019-12-07,north
5013,1722.0,2019-12-07,south
5014,1728.0,2019-12-07,east
5015,1659.0,2019-12-07,west
5040,1770.0,2019-12-08,north
5041,1632.0,2019-12-08,south
5042,1536.0,2019-12-08,east
5043,1734.0,2019-12-08,west
5068,1584.0,2019-12-09,north
5069,1713.0,2019-12-09,south
5070,1728.0,2019-12-09,east
5071,1725.0,2019-12-09,west
5096,1506.0,2019-12-10,north
5097,1503.0,2019-12-10,south
5098,1521.0,2019-12-10,east
5099,1713.0,2019-12-10,west
5124,1635.0,2019-12-11,north
5125,1506.0,2019-12-11,south
5126,1542.0,2019-12-11,east
5127,1551.0,2019-12-11,west
5152,1623.0,2019-12-12,north
5153,1719.0,2019-12-12,south
5154,1563.0,2019-12-12,east
5155,1791.0,2019-12-12,west
5180,1800.0,2019-12-13,north
5181,1800.0,2019-12-13,south
5182,1740.0,2019-12-13,east
5183,1755.0,2019-12-13,west
5208,1716.0,2019-12-14,north
5209,1632.0,2019-12-14,south
5210,1599.0,2019-12-14,east
5211,1632.0,2019-12-14,west
5236,1725.0,2019-12-15,north
5237,1743.0,2019-12-15,south
5238,1587.0,2019-12-15,east
5239,1608.0,2019-12-15,west
5264,1662.0,2019-12-16,north
5265,1791.0,2019-12-16,south
5266,1773.0,2019-12-16,east
5267,1650.0,2019-12-16,west
5292,1518.0,2019-12-17,north
5293,1749.0,2019-12-17,south
5294,1689.0,2019-12-17,east
5295,1533.0,2019-12-17,west
5320,1533.0,2019-12-18,north
5321,1641.0,2019-12-18,south
5322,1590.0,2019-12-18,east
5323,1740.0,2019-12-18,west
5348,1665.0,2019-12-19,north
5349,1773.0,2019-12-19,south
5350,1503.0,2019-12-19,east
5351,1542.0,2019-12-19,west
5376,1788.0,2019-12-20,north
5377,1773.0,2019-12-20,south
5378,1788.0,2019-12-20,east
5379,1785.0,2019-12-20,west
5404,1605.0,2019-12-21,north
5405,1701.0,2019-12-21,south
5406,1626.0,2019-12-21,east
5407,1623.0,2019-12-21,west
5432,1671.0,2019-12-22,north
5433,1629.0,2019-12-22,south
5434,1725.0,2019-12-22,east
5435,1557.0,2019-12-22,west
5460,1671.0,2019-12-23,north
5461,1662.0,2019-12-23,south
5462,1674.0,2019-12-23,east
5463,1671.0,2019-12-23,west
5488,1620.0,2019-12-24,north
5489,1716.0,2019-12-24,south
5490,1674.0,2019-12-24,east
5491,1686.0,2019-12-24,west
5516,1752.0,2019-12-25,north
5517,1725.0,2019-12-25,south
5518,1545.0,2019-12-25,east
5519,1506.0,2019-12-25,west
5544,1539.0,2019-12-26,north
5545,1716.0,2019-12-26,south
5546,1500.0,2019-12-26,east
5547,1794.0,2019-12-26,west
5572,1716.0,2019-12-27,north
5573,1665.0,2019-12-27,south
5574,1557.0,2019-12-27,east
5575,1620.0,2019-12-27,west
5600,1779.0,2019-12-28,north
5601,1779.0,2019-12-28,south
5602,1752.0,2019-12-28,east
5603,1773.0,2019-12-28,west
5628,1800.0,2019-12-29,north
5629,1773.0,2019-12-29,south
5630,1767.0,2019-12-29,east
5631,1683.0,2019-12-29,west
5656,1542.0,2019-12-30,north
5657,1728.0,2019-12-30,south
5658,1569.0,2019-12-30,east
5659,1659.0,2019-12-30,west
5684,1581.0,2019-12-31,north
5685,1713.0,2019-12-31,south
5686,1533.0,2019-12-31,east
5687,1692.0,2019-12-31,west
5712,1506.0,2020-01-01,north
5713,1659.0,2020-01-01,south
5714,1719.0,2020-01-01,east
5715,1704.0,2020-01-01,west
5740,1767.0,2020-01-02,north
5741,1542.0,2020-01-02,south
5742,1542.0,2020-01-02,east
5743,1629.0,2020-01-02,west
5768,1659.0,2020-01-03,north
5769,1539.0,2020-01-03,south
5770,1734.0,2020-01-03,east
5771,1761.0,2020-01-03,west
5796,1560.0,2020-01-04,north
5797,1767.0,2020-01-04,south
5798,1791.0,2020-01-04,east
5799,1632.0,2020-01-04,west
5824,1716.0,2020-01-05,north
5825,1536.0,2020-01-05,south
5826,1662.0,2020-01-05,east
5827,1680.0,2020-01-05,west
5852,1689.0,2020-01-06,north
5853,1779.0,2020-01-06,south
5854,1512.0,2020-01-06,east
5855,1578.0,2020-01-06,west
5880,1560.0,2020-01-07,north
5881,1581.0,2020-01-07,south
5882,1677.0,2020-01-07,east
5883,1599.0,2020-01-07,west
5908,1713.0,2020-01-08,north
5909,1800.0,2020-01-08,south
5910,1767.0,2020-01-08,east
5911,1752.0,2020-01-08,west
5936,1509.0,2020-01-09,north
5937,1539.0,2020-01-09,south
5938,1671.0,2020-01-09,east
5939,1668.0,2020-01-09,west
5964,1692.0,2020-01-10,north
5965,1584.0,2020-01-10,south
5966,1710.0,2020-01-10,east
5967,1686.0,2020-01-10,west
5992,1617.0,2020-01-11,north
5993,1665.0,2020-01-11,south
5994,1722.0,2020-01-11,east
5995,1551.0,2020-01-11,west
6020,1620.0,2020-01-12,north
6021,1791.0,2020-01-12,south
6022,1662.0,2020-01-12,east
6023,1656.0,2020-01-12,west
6048,1644.0,2020-01-13,north
6049,1659.0,2020-01-13,south
6050,1740.0,2020-01-13,east
6051,1668.0,2020-01-13,west
6076,1566.0,2020-01-14,north
6077,1575.0,2020-01-14,south
6078,1566.0,2020-01-14,east
6079,1578.0,2020-01-14,west
6104,1737.0,2020-01-15,north
6105,1596.0,2020-01-15,south
6106,1776.0,2020-01-15,east
6107,1638.0,2020-01-15,west
6132,1749.0,2020-01-16,north
6133,1752.0,2020-01-16,south
6134,1635.0,2020-01-16,east
6135,1581.0,2020-01-16,west
6160,1521.0,2020-01-17,north
6161,1536.0,2020-01-17,south
6162,1665.0,2020-01-17,east
6163,1782.0,2020-01-17,west
6188,1650.0,2020-01-18,north
6189,1749.0,2020-01-18,south
6190,1797.0,2020-01-18,east
6191,1650.0,2020-01-18,west
6216,1608.0,2020-01-19,north
6217,1608.0,2020-01-19,south
6218,1575.0,2020-01-19,east
6219,1590.0,2020-01-19,west
6244,1665.0,2020-01-20,north
6245,1596.0,2020-01-20,south
6246,1581.0,2020-01-20,east
6247,1695.0,2020-01-20,west
6272,1647.0,2020-01-21,north
6273,1776.0,2020-01-21,south
6274,1719.0,2020-01-21,east
6275,1578.0,2020-01-21,west
6300,1503.0,2020-01-22,north
6301,1569.0,2020-01-22,south
6302,1731.0,2020-01-22,east
6303,1551.0,2020-01-22,west
6328,1626.0,2020-01-23,north
6329,1518.0,2020-01-23,south
6330,1575.0,2020-01-23,east
6331,1611.0,2020-01-23,west
6356,1629.0,2020-01-24,north
6357,1704.0,2020-01-24,south
6358,1656.0,2020-01-24,east
6359,1554.0,2020-01-24,west
6384,1575.0,2020-01-25,north
6385,1638.0,2020-01-25,south
6386,1635.0,2020-01-25,east
6387,1548.0,2020-01-25,west
6412,1710.0,2020-01-26,north
6413,1584.0,2020-01-26,south
6414,1716.0,2020-01-26,east
6415,1602.0,2020-01-26,west
6440,1569.0,2020-01-27,north
6441,1506.0,2020-01-27,south
6442,1671.0,2020-01-27,east
6443,1584.0,2020-01-27,west
6468,1689.0,2020-01-28,north
6469,1773.0,2020-01-28,south
6470,1647.0,2020-01-28,east
6471,1503.0,2020-01-28,west
6496,1593.0,2020-01-29,north
6497,1506.0,2020-01-29,south
6498,1740.0,2020-01-29,east
6499,1572.0,2020-01-29,west
6524,1620.0,2020-01-30,north
6525,1542.0,2020-01-30,south
6526,1593.0,2020-01-30,east
6527,1500.0,2020-01-30,west
6552,1635.0,2020-01-31,north
6553,1656.0,2020-01-31,south
6554,1779.0,2020-01-31,east
6555,1605.0,2020-01-31,west
6580,1602.0,2020-02-01,north
6581,1794.0,2020-02-01,south
6582,1677.0,2020-02-01,east
6583,1521.0,2020-02-01,west
6608,1707.0,2020-02-02,north
6609,1665.0,2020-02-02,south
6610,1713.0,2020-02-02,east
6611,1659.0,2020-02-02,west
6636,1548.0,2020-02-03,north
6637,1647.0,2020-02-03,south
6638,1764.0,2020-02-03,east
6639,1662.0,2020-02-03,west
6664,1563.0,2020-02-04,north
6665,1755.0,2020-02-04,south
6666,1659.0,2020-02-04,east
6667,1575.0,2020-02-04,west
6692,1716.0,2020-02-05,north
6693,1506.0,2020-02-05,south
6694,1734.0,2020-02-05,east
6695,1704.0,2020-02-05,west
6720,1512.0,2020-02-06,north
6721,1572.0,2020-02-06,south
6722,1782.0,2020-02-06,east
6723,1554.0,2020-02-06,west
6748,1782.0,2020-02-07,north
6749,1701.0,2020-02-07,south
6750,1698.0,2020-02-07,east
6751,1671.0,2020-02-07,west
6776,1584.0,2020-02-08,north
6777,1602.0,2020-02-08,south
6778,1755.0,2020-02-08,east
6779,1614.0,2020-02-08,west
6804,1743.0,2020-02-09,north
6805,1788.0,2020-02-09,south
6806,1644.0,2020-02-09,east
6807,1728.0,2020-02-09,west
6832,1599.0,2020-02-10,north
6833,1689.0,2020-02-10,south
6834,1776.0,2020-02-10,east
6835,1569.0,2020-02-10,west
6860,1791.0,2020-02-11,north
6861,1638.0,2020-02-11,south
6862,1716.0,2020-02-11,east
6863,1788.0,2020-02-11,west
6888,1758.0,2020-02-12,north
6889,1752.0,2020-02-12,south
6890,1599.0,2020-02-12,east
6891,1533.0,2020-02-12,west
6916,1548.0,2020-02-13,north
6917,1800.0,2020-02-13,south
6918,1659.0,2020-02-13,east
6919,1617.0,2020-02-13,west
6944,1746.0,2020-02-14,north
6945,1644.0,2020-02-14,south
6946,1698.0,2020-02-14,east
6947,1533.0,2020-02-14,west
6972,1704.0,2020-02-15,north
6973,1524.0,2020-02-15,south
6974,1545.0,2020-02-15,east
6975,1731.0,2020-02-15,west
7000,1665.0,2020-02-16,north
7001,1791.0,2020-02-16,south
7002,1605.0,2020-02-16,east
7003,1743.0,2020-02-16,west
7028,1677.0,2020-02-17,north
7029,1590.0,2020-02-17,south
7030,1722.0,2020-02-17,east
7031,1743.0,2020-02-17,west
7056,1668.0,2020-02-18,north
7057,1620.0,2020-02-18,south
7058,1704.0,2020-02-18,east
7059,1683.0,2020-02-18,west
7084,1551.0,2020-02-19,north
7085,1650.0,2020-02-19,south
7086,1689.0,2020-02-19,east
7087,1638.0,2020-02-19,west
7112,1518.0,2020-02-20,north
7113,1593.0,2020-02-20,south
7114,1632.0,2020-02-20,east
7115,1602.0,2020-02-20,west
7140,1761.0,2020-02-21,north
7141,1755.0,2020-02-21,south
7142,1581.0,2020-02-21,east
7143,1794.0,2020-02-21,west
7168,1545.0,2020-02-22,north
7169,1689.0,2020-02-22,south
7170,1632.0,2020-02-22,east
7171,1668.0,2020-02-22,west
7196,1638.0,2020-02-23,north
7197,1602.0,2020-02-23,south
7198,1686.0,2020-02-23,east
7199,1776.0,2020-02-23,west
7224,1593.0,2020-02-24,north
7225,1734.0,2020-02-24,south
7226,1608.0,2020-02-24,east
7227,1617.0,2020-02-24,west
7252,1656.0,2020-02-25,north
7253,1722.0,2020-02-25,south
7254,1566.0,2020-02-25,east
7255,1548.0,2020-02-25,west
7280,1545.0,2020-02-26,north
7281,1521.0,2020-02-26,south
7282,1728.0,2020-02-26,east
7283,1668.0,2020-02-26,west
7308,1698.0,2020-02-27,north
7309,1599.0,2020-02-27,south
7310,1581.0,2020-02-27,east
7311,1527.0,2020-02-27,west
7336,1509.0,2020-02-28,north
7337,1686.0,2020-02-28,south
7338,1590.0,2020-02-28,east
7339,1689.0,2020-02-28,west
7364,1671.0,2020-02-29,north
7365,1728.0,2020-02-29,south
7366,1524.0,2020-02-29,east
7367,1656.0,2020-02-29,west
7392,1593.0,2020-03-01,north
7393,1626.0,2020-03-01,south
7394,1626.0,2020-03-01,east
7395,1692.0,2020-03-01,west
7420,1509.0,2020-03-02,north
7421,1788.0,2020-03-02,south
7422,1572.0,2020-03-02,east
7423,1569.0,2020-03-02,west
7448,1632.0,2020-03-03,north
7449,1548.0,2020-03-03,south
7450,1623.0,2020-03-03,east
7451,1506.0,2020-03-03,west
7476,1773.0,2020-03-04,north
7477,1677.0,2020-03-04,south
7478,1638.0,2020-03-04,east
7479,1569.0,2020-03-04,west
7504,1794.0,2020-03-05,north
7505,1764.0,2020-03-05,south
7506,1530.0,2020-03-05,east
7507,1770.0,2020-03-05,west
7532,1623.0,2020-03-06,north
7533,1734.0,2020-03-06,south
7534,1698.0,2020-03-06,east
7535,1503.0,2020-03-06,west
7560,1641.0,2020-03-07,north
7561,1581.0,2020-03-07,south
7562,1797.0,2020-03-07,east
7563,1674.0,2020-03-07,west
7588,1701.0,2020-03-08,north
7589,1590.0,2020-03-08,south
7590,1599.0,2020-03-08,east
7591,1791.0,2020-03-08,west
7616,1719.0,2020-03-09,north
7617,1776.0,2020-03-09,south
7618,1542.0,2020-03-09,east
7619,1740.0,2020-03-09,west
7644,1644.0,2020-03-10,north
7645,1653.0,2020-03-10,south
7646,1797.0,2020-03-10,east
7647,1740.0,2020-03-10,west
7672,1605.0,2020-03-11,north
7673,1584.0,2020-03-11,south
7674,1662.0,2020-03-11,east
7675,1572.0,2020-03-11,west
7700,1635.0,2020-03-12,north
7701,1548.0,2020-03-12,south
7702,1680.0,2020-03-12,east
7703,1767.0,2020-03-12,west
7728,1554.0,2020-03-13,north
7729,1686.0,2020-03-13,south
7730,1749.0,2020-03-13,east
7731,1554.0,2020-03-13,west
7756,1662.0,2020-03-14,north
7757,1557.0,2020-03-14,south
7758,1755.0,2020-03-14,east
7759,1758.0,2020-03-14,west
7784,1500.0,2020-03-15,north
7785,1665.0,2020-03-15,south
7786,1761.0,2020-03-15,east
7787,1626.0,2020-03-15,west
7812,1650.0,2020-03-16,north
7813,1722.0,2020-03-16,south
7814,1641.0,2020-03-16,east
7815,1611.0,2020-03-16,west
7840,1701.0,2020-03-17,north
7841,1701.0,2020-03-17,south
7842,1794.0,2020-03-17,east
7843,1509.0,2020-03-17,west
7868,1566.0,2020-03-18,north
7869,1716.0,2020-03-18,south
7870,1701.0,2020-03-18,east
7871,1605.0,2020-03-18,west
7896,1581.0,2020-03-19,north
7897,1797.0,2020-03-19,south
7898,1725.0,2020-03-19,east
7899,1554.0,2020-03-19,west
7924,1665.0,2020-03-20,north
7925,1641.0,2020-03-20,south
7926,1677.0,2020-03-20,east
7927,1707.0,2020-03-20,west
7952,1575.0,2020-03-21,north
7953,1674.0,2020-03-21,south
7954,1707.0,2020-03-21,east
7955,1710.0,2020-03-21,west
7980,1644.0,2020-03-22,north
7981,1668.0,2020-03-22,south
7982,1674.0,2020-03-22,east
7983,1737.0,2020-03-22,west
8008,1767.0,2020-03-23,north
8009,1620.0,2020-03-23,south
8010,1593.0,2020-03-23,east
8011,1542.0,2020-03-23,west
8036,1548.0,2020-03-24,north
8037,1662.0,2020-03-24,south
8038,1740.0,2020-03-24,east
8039,1572.0,2020-03-24,west
8064,1779.0,2020-03-25,north
8065,1770.0,2020-03-25,south
8066,1623.0,2020-03-25,east
8067,1575.0,2020-03-25,west
8092,1785.0,2020-03-26,north
8093,1671.0,2020-03-26,south
8094,1749.0,2020-03-26,east
8095,1791.0,2020-03-26,west
8120,1713.0,2020-03-27,north
8121,1623.0,2020-03-27,south
8122,1605.0,2020-03-27,east
8123,1566.0,2020-03-27,west
8148,1569.0,2020-03-28,north
8149,1605.0,2020-03-28,south
8150,1728.0,2020-03-28,east
8151,1665.0,2020-03-28,west
8176,1782.0,2020-03-29,north
8177,1800.0,2020-03-29,south
8178,1518.0,2020-03-29,east
8179,1800.0,2020-03-29,west
8204,1515.0,2020-03-30,north
8205,1764.0,2020-03-30,south
8206,1632.0,2020-03-30,east
8207,1608.0,2020-03-30,west
8232,1794.0,2020-03-31,north
8233,1635.0,2020-03-31,south
8234,1572.0,2020-03-31,east
8235,1629.0,2020-03-31,west
8260,1557.0,2020-04-01,north
8261,1536.0,2020-04-01,south
8262,1587.0,2020-04-01,east
8263,1728.0,2020-04-01,west
8288,1779.0,2020-04-02,north
8289,1773.0,2020-04-02,south
8290,1794.0,2020-04-02,east
8291,1503.0,2020-04-02,west
8316,1767.0,2020-04-03,north
8317,1743.0,2020-04-03,south
8318,1560.0,2020-04-03,east
8319,1746.0,2020-04-03,west
8344,1731.0,2020-04-04,north
8345,1692.0,2020-04-04,south
8346,1722.0,2020-04-04,east
8347,1563.0,2020-04-04,west
8372,1797.0,2020-04-05,north
8373,1755.0,2020-04-05,south
8374,1611.0,2020-04-05,east
8375,1635.0,2020-04-05,west
8400,1752.0,2020-04-06,north
8401,1749.0,2020-04-06,south
8402,1782.0,2020-04-06,east
8403,1521.0,2020-04-06,west
8428,1752.0,2020-04-07,north
8429,1686.0,2020-04-07,south
8430,1500.0,2020-04-07,east
8431,1785.0,2020-04-07,west
8456,1611.0,2020-04-08,north
8457,1794.0,2020-04-08,south
8458,1734.0,2020-04-08,east
8459,1659.0,2020-04-08,west
8484,1650.0,2020-04-09,north
8485,1587.0,2020-04-09,south
8486,1629.0,2020-04-09,east
8487,1506.0,2020-04-09,west
8512,1794.0,2020-04-10,north
8513,1551.0,2020-04-10,south
8514,1503.0,2020-04-10,east
8515,1776.0,2020-04-10,west
8540,1659.0,2020-04-11,north
8541,1590.0,2020-04-11,south
8542,1515.0,2020-04-11,east
8543,1506.0,2020-04-11,west
8568,1722.0,2020-04-12,north
8569,1512.0,2020-04-12,south
8570,1773.0,2020-04-12,east
8571,1635.0,2020-04-12,west
8596,1548.0,2020-04-13,north
8597,1692.0,2020-04-13,south
8598,1698.0,2020-04-13,east
8599,1755.0,2020-04-13,west
8624,1521.0,2020-04-14,north
8625,1593.0,2020-04-14,south
8626,1644.0,2020-04-14,east
8627,1587.0,2020-04-14,west
8652,1800.0,2020-04-15,north
8653,1788.0,2020-04-15,south
8654,1764.0,2020-04-15,east
8655,1650.0,2020-04-15,west
8680,1704.0,2020-04-16,north
8681,1659.0,2020-04-16,south
8682,1644.0,2020-04-16,east
8683,1500.0,2020-04-16,west
8708,1734.0,2020-04-17,north
8709,1617.0,2020-04-17,south
8710,1584.0,2020-04-17,east
8711,1569.0,2020-04-17,west
8736,1623.0,2020-04-18,north
8737,1500.0,2020-04-18,south
8738,1578.0,2020-04-18,east
8739,1590.0,2020-04-18,west
8764,1761.0,2020-04-19,north
8765,1728.0,2020-04-19,south
8766,1716.0,2020-04-19,east
8767,1704.0,2020-04-19,west
8792,1665.0,2020-04-20,north
8793,1515.0,2020-04-20,south
8794,1725.0,2020-04-20,east
8795,1695.0,2020-04-20,west
8820,1755.0,2020-04-21,north
8821,1521.0,2020-04-21,south
8822,1629.0,2020-04-21,east
8823,1686.0,2020-04-21,west
8848,1614.0,2020-04-22,north
8849,1614.0,2020-04-22,south
8850,1569.0,2020-04-22,east
8851,1527.0,2020-04-22,west
8876,1764.0,2020-04-23,north
8877,1524.0,2020-04-23,south
8878,1611.0,2020-04-23,east
8879,1785.0,2020-04-23,west
8904,1716.0,2020-04-24,north
8905,1692.0,2020-04-24,south
8906,1506.0,2020-04-24,east
8907,1533.0,2020-04-24,west
8932,1638.0,2020-04-25,north
8933,1638.0,2020-04-25,south
8934,1755.0,2020-04-25,east
8935,1545.0,2020-04-25,west
8960,1512.0,2020-04-26,north
8961,1593.0,2020-04-26,south
8962,1674.0,2020-04-26,east
8963,1719.0,2020-04-26,west
8988,1530.0,2020-04-27,north
8989,1593.0,2020-04-27,south
8990,1641.0,2020-04-27,east
8991,1575.0,2020-04-27,west
9016,1788.0,2020-04-28,north
9017,1749.0,2020-04-28,south
9018,1581.0,2020-04-28,east
9019,1524.0,2020-04-28,west
9044,1680.0,2020-04-29,north
9045,1674.0,2020-04-29,south
9046,1773.0,2020-04-29,east
9047,1674.0,2020-04-29,west
9072,1779.0,2020-04-30,north
9073,1569.0,2020-04-30,south
9074,1590.0,2020-04-30,east
9075,1689.0,2020-04-30,west
9100,1755.0,2020-05-01,north
9101,1752.0,2020-05-01,south
9102,1641.0,2020-05-01,east
9103,1605.0,2020-05-01,west
9128,1587.0,2020-05-02,north
9129,1521.0,2020-05-02,south
9130,1605.0,2020-05-02,east
9131,1557.0,2020-05-02,west
9156,1680.0,2020-05-03,north
9157,1566.0,2020-05-03,south
9158,1719.0,2020-05-03,east
9159,1563.0,2020-05-03,west
9184,1569.0,2020-05-04,north
9185,1608.0,2020-05-04,south
9186,1578.0,2020-05-04,east
9187,1641.0,2020-05-04,west
9212,1587.0,2020-05-05,north
9213,1674.0,2020-05-05,south
9214,1500.0,2020-05-05,east
9215,1686.0,2020-05-05,west
9240,1521.0,2020-05-06,north
9241,1683.0,2020-05-06,south
9242,1767.0,2020-05-06,east
9243,1776.0,2020-05-06,west
9268,1557.0,2020-05-07,north
9269,1623.0,2020-05-07,south
9270,1557.0,2020-05-07,east
9271,1746.0,2020-05-07,west
9296,1680.0,2020-05-08,north
9297,1587.0,2020-05-08,south
9298,1695.0,2020-05-08,east
9299,1629.0,2020-05-08,west
9324,1674.0,2020-05-09,north
9325,1620.0,2020-05-09,south
9326,1560.0,2020-05-09,east
9327,1590.0,2020-05-09,west
9352,1623.0,2020-05-10,north
9353,1689.0,2020-05-10,south
9354,1656.0,2020-05-10,east
9355,1695.0,2020-05-10,west
9380,1674.0,2020-05-11,north
9381,1554.0,2020-05-11,south
9382,1680.0,2020-05-11,east
9383,1575.0,2020-05-11,west
9408,1500.0,2020-05-12,north
9409,1791.0,2020-05-12,south
9410,1614.0,2020-05-12,east
9411,1695.0,2020-05-12,west
